id,vill_id,dist_id,name
village_1,1101010001,1101010,LATIUNG
village_2,1101010002,1101010,LABUHAN BAJAU
village_3,1101010003,1101010,SUAK LAMATAN
village_4,1101010004,1101010,ANA AO
village_5,1101010005,1101010,LATALING
village_6,1101010006,1101010,PULAU BENGKALAK
village_7,1101010007,1101010,BADEGONG
village_8,1101010008,1101010,KEBUN BARU
village_9,1101010009,1101010,ULUL MAYANG
village_10,1101010010,1101010,PASIR TINGGI
village_11,1101010011,1101010,LABUHAN JAYA
village_12,1101010012,1101010,LABUHAN BAKTI
village_13,1101010013,1101010,BATU RALANG
village_14,1101010014,1101010,ALUS ALUS
village_15,1101010015,1101010,SEUNEUBOK
village_16,1101010016,1101010,BLANG SEBEL
village_17,1101010017,1101010,TRANS BARU
village_18,1101010018,1101010,TRANS MERANTI
village_19,1101010019,1101010,TRANS JERNGE
village_20,1101020022,1101020,AIR PINANG
village_21,1101020023,1101020,KUALA MAKMUR
village_22,1101020024,1101020,GANTING
village_23,1101020025,1101020,LINGGI
village_24,1101020026,1101020,LUGU
village_25,1101020027,1101020,SINABANG
village_26,1101020028,1101020,SUKA MAJU
village_27,1101020029,1101020,SUKA KARYA
village_28,1101020030,1101020,SUKA JAYA
village_29,1101020031,1101020,AIR DINGIN
village_30,1101020032,1101020,KOTA BATU
village_31,1101020035,1101020,SUAK BULUH
village_32,1101020036,1101020,UJUNG TINGGI
village_33,1101020037,1101020,PULAU SIUMAT
village_34,1101020038,1101020,SEFOYAN
village_35,1101020039,1101020,AMAITENG MULIA
village_36,1101020040,1101020,AMERIA BAHAGIA
village_37,1101021001,1101021,SITAL
village_38,1101021002,1101021,LEUBANG
village_39,1101021003,1101021,LEUBANG HULU
village_40,1101021004,1101021,AWE SEUBAL
village_41,1101021005,1101021,LANTIK
village_42,1101021006,1101021,AWE KECIL
village_43,1101021007,1101021,SALUR
village_44,1101021008,1101021,SALUR LATUN
village_45,1101021009,1101021,SALUR LASENGALU
village_46,1101021010,1101021,NANCALA
village_47,1101021011,1101021,MAUDIL
village_48,1101021012,1101021,INOR
village_49,1101021013,1101021,NAIBOS
village_50,1101021014,1101021,LAAYON
village_51,1101021015,1101021,ANGKEO
village_52,1101021016,1101021,BUNON
village_53,1101021017,1101021,SILENGAS
village_54,1101021018,1101021,PULAU TEUPAH
village_55,1101022001,1101022,KAHAT
village_56,1101022002,1101022,BUSUNG INDAH
village_57,1101022003,1101022,NANCAWA
village_58,1101022004,1101022,LABUAH
village_59,1101022005,1101022,ABAIL
village_60,1101022006,1101022,SIMPANG ABAIL
village_61,1101022007,1101022,LANTING
village_62,1101022008,1101022,LASIKIN
village_63,1101022009,1101022,MATANURUNG
village_64,1101022010,1101022,SUA SUA
village_65,1101022011,1101022,BATU BATU
village_66,1101022012,1101022,SITUBUK
village_67,1101030001,1101030,DIHIT
village_68,1101030002,1101030,LAUKE
village_69,1101030003,1101030,LAMBAYA
village_70,1101030004,1101030,LAKUBANG
village_71,1101030005,1101030,KAMPUNG AIE
village_72,1101030006,1101030,LAUREE
village_73,1101030007,1101030,LATITIK
village_74,1101030008,1101030,LAMAYANG
village_75,1101030009,1101030,WEL WEL
village_76,1101030020,1101030,SITUFA JAYA
village_77,1101030021,1101030,PUTRA JAYA
village_78,1101030022,1101030,LUAN SORIP
village_79,1101030023,1101030,SUAK BARU
village_80,1101030024,1101030,SEBBE
village_81,1101030025,1101030,KUTA BARU
village_82,1101030026,1101030,WEL LANGKOM
village_83,1101031001,1101031,KUALA BAKTI
village_84,1101031002,1101031,LUGU SEBAHAK
village_85,1101031003,1101031,GUNUNG PUTIH
village_86,1101031004,1101031,BABUSSALAM
village_87,1101031005,1101031,MUARA AMAN
village_88,1101031006,1101031,LUAN BALU
village_89,1101031007,1101031,SAMBAI
village_90,1101031008,1101031,KUALA BARU
village_91,1101031009,1101031,TANJUNG RAYA
village_92,1101031010,1101031,BULU HADIK
village_93,1101032001,1101032,BUBUHAN
village_94,1101032002,1101032,AMARABU
village_95,1101032003,1101032,KUTA INANG
village_96,1101032004,1101032,KUTA PADANG
village_97,1101032005,1101032,LATAK AYAH
village_98,1101032006,1101032,SIBULUH
village_99,1101032007,1101032,BORENGAN
village_100,1101032008,1101032,UJUNG PADANG
village_101,1101040001,1101040,UJUNG SALANG
village_102,1101040002,1101040,PADANG UNOI
village_103,1101040003,1101040,MEUNAFA
village_104,1101040004,1101040,NASREUHE
village_105,1101040005,1101040,ALONG
village_106,1101040006,1101040,PANTON LAWE
village_107,1101040007,1101040,MUTIARA
village_108,1101040008,1101040,KARYA BAKTI
village_109,1101040009,1101040,TAMON JAYA
village_110,1101040010,1101040,JAYA BARU
village_111,1101040011,1101040,TAMENG
village_112,1101040012,1101040,LALLA BAHAGIA
village_113,1101040013,1101040,SUAK MANANG
village_114,1101040014,1101040,BUNGA
village_115,1101040015,1101040,GANANG PUSAKO
village_116,1101040016,1101040,KENANGAN JAYA
village_117,1101050007,1101050,SANGGIRAN
village_118,1101050008,1101050,AMABAAN
village_119,1101050009,1101050,MITEUM
village_120,1101050010,1101050,MALASIN
village_121,1101050011,1101050,LAMAMEK
village_122,1101050012,1101050,SIGULAI
village_123,1101050013,1101050,SEMBILAN
village_124,1101050014,1101050,LAYABAUNG
village_125,1101050015,1101050,LHOK MAKMUR
village_126,1101050016,1101050,UJUNG HARAPAN
village_127,1101050017,1101050,LHOK BIKHAO
village_128,1101050018,1101050,BABUL MAKMUR
village_129,1101050019,1101050,BATU RAGI
village_130,1101050020,1101050,SINAR BAHAGIA
village_131,1101051001,1101051,LAFAKHA
village_132,1101051002,1101051,LHOK DALAM
village_133,1101051003,1101051,LUBUK BAIK
village_134,1101051004,1101051,LANGI
village_135,1101051005,1101051,SERAFON
village_136,1101051006,1101051,LHOK PAUH
village_137,1101051007,1101051,LAMEREM
village_138,1101051008,1101051,LEWAK
village_139,1102010003,1102010,PULAU BAGUK
village_140,1102010004,1102010,PULAU BALAI
village_141,1102010005,1102010,TELUK NIBUNG
village_142,1102011001,1102011,ASANTOLA
village_143,1102011002,1102011,UJUNG SIALIT
village_144,1102011003,1102011,HALOBAN
village_145,1102011004,1102011,SUKA MAKMUR
village_146,1102020003,1102020,PULO SAROK
village_147,1102020004,1102020,PASAR SINGKIL
village_148,1102020005,1102020,UJUNG
village_149,1102020006,1102020,KOTA SIMBOLING
village_150,1102020007,1102020,KILANGAN
village_151,1102020009,1102020,TELUK AMBUN
village_152,1102020010,1102020,RANTAU GEDANG
village_153,1102020011,1102020,TELUK RUMBIA
village_154,1102020012,1102020,TAKAL PASIR
village_155,1102020013,1102020,SELOK ACEH
village_156,1102020014,1102020,PEA BUMBUNG
village_157,1102020015,1102020,PEMUKA
village_158,1102020019,1102020,SUKA DAMAI
village_159,1102020020,1102020,UJUNG BAWANG
village_160,1102020021,1102020,SITI AMBIA
village_161,1102020022,1102020,SUKA MAKMUR
village_162,1102021001,1102021,GOSONG TELAGA UTARA
village_163,1102021002,1102021,GOSONG TELAGA SELATAN
village_164,1102021003,1102021,GOSONG TELAGA TIMUR
village_165,1102021004,1102021,TELAGA BAKTI
village_166,1102021005,1102021,KAMPUNG BARU
village_167,1102021006,1102021,KETAPANG INDAH
village_168,1102021007,1102021,GOSONG TELAGA BARAT
village_169,1102022001,1102022,KAYU MENANG
village_170,1102022002,1102022,KUALA BARU SUNGAI
village_171,1102022003,1102022,KUALA BARU LAUT
village_172,1102022004,1102022,SUKA JAYA
village_173,1102030017,1102030,PANGI
village_174,1102030026,1102030,TUGAN
village_175,1102030027,1102030,CIBUBUKAN
village_176,1102030028,1102030,KAIN GOLONG
village_177,1102030029,1102030,SUKAREJO
village_178,1102030030,1102030,TUH TUHAN
village_179,1102030031,1102030,LAE GECIH
village_180,1102030032,1102030,SIATAS
village_181,1102030033,1102030,KUTA KERANGAN
village_182,1102030034,1102030,LIPAT KAJANG
village_183,1102030035,1102030,TANJUNG MAS
village_184,1102030036,1102030,SERASAH
village_185,1102030038,1102030,UJUNG LIMUS
village_186,1102030039,1102030,SILATONG
village_187,1102030040,1102030,LAE RIMAN
village_188,1102030041,1102030,PERTABAS
village_189,1102030042,1102030,KUTA TINGGI
village_190,1102030043,1102030,LAE NIPE
village_191,1102030044,1102030,PAKIRAMAN
village_192,1102030048,1102030,LAE GAMBIR
village_193,1102030049,1102030,KUTA BATU
village_194,1102030050,1102030,GUHA
village_195,1102030051,1102030,LIPAT KAJANG ATAS
village_196,1102030052,1102030,SIDODADI
village_197,1102030053,1102030,PANDAN SARI
village_198,1102031001,1102031,PERTAMPAKAN
village_199,1102031002,1102031,TANAH MERAH
village_200,1102031003,1102031,SEBATANG
village_201,1102031004,1102031,SEPING BARU
village_202,1102031005,1102031,PERANGUSAN
village_203,1102031006,1102031,GUNUNG LAGAN
village_204,1102031007,1102031,TANAH BARA
village_205,1102031008,1102031,SUKA MAKMUR
village_206,1102031009,1102031,SIDOREJO
village_207,1102031010,1102031,PANDAN SARI
village_208,1102031011,1102031,BLOK 31
village_209,1102031012,1102031,BLOK 18
village_210,1102031013,1102031,SANGGABERU SILULUSAN
village_211,1102031014,1102031,BLOK 15
village_212,1102031015,1102031,TULAAN
village_213,1102031016,1102031,BLOK VI BARU
village_214,1102031017,1102031,TUNAS HARAPAN
village_215,1102031018,1102031,LAE BUTAR
village_216,1102031019,1102031,RIMO
village_217,1102031020,1102031,SIANJO ANJO MERIAH
village_218,1102031021,1102031,CINGKAM
village_219,1102031022,1102031,BUKIT HARAPAN
village_220,1102031023,1102031,PENJAHITAN
village_221,1102031024,1102031,TANJUNG BETIK
village_222,1102031025,1102031,LABUHAN KERA
village_223,1102032001,1102032,SITUBAN MAKMUR
village_224,1102032002,1102032,LAE BALNO
village_225,1102032003,1102032,SIKORAN
village_226,1102032004,1102032,NAPA GALUH
village_227,1102032005,1102032,BISKANG
village_228,1102032006,1102032,SITUBUH-TUBUH
village_229,1102033001,1102033,MANDUMPANG
village_230,1102033002,1102033,ALUR LINCI
village_231,1102033003,1102033,SIRIMO MUNGKUR
village_232,1102033004,1102033,KERAS
village_233,1102033005,1102033,KETANGKUHAN
village_234,1102033006,1102033,SIOMPIN
village_235,1102033007,1102033,BULU ARA
village_236,1102033008,1102033,LAE BANGUN
village_237,1102033009,1102033,BULU SEMA
village_238,1102033010,1102033,PANGKALAN SULAMPI
village_239,1102033011,1102033,SURO BARU
village_240,1102042001,1102042,SRI KAYU
village_241,1102042002,1102042,PEA JAMBU
village_242,1102042003,1102042,LAE PINANG
village_243,1102042004,1102042,SINGKOHOR
village_244,1102042006,1102042,MUKTI JAYA
village_245,1102042007,1102042,LAE SIPOLA
village_246,1102043001,1102043,MUARA PEA
village_247,1102043002,1102043,SUMBER MUKTI
village_248,1102043003,1102043,LADANG BISIK
village_249,1102043004,1102043,SAMAR DUA
village_250,1102043005,1102043,BUTAR
village_251,1102043006,1102043,MUKTI LINCIR
village_252,1102043007,1102043,LAPAHAN BUAYA
village_253,1102043008,1102043,LENTONG
village_254,1102043009,1102043,DANAU BUNGARA
village_255,1103010001,1103010,KUTA PADANG
village_256,1103010002,1103010,RAKET
village_257,1103010003,1103010,GAMPONG TENGAH
village_258,1103010004,1103010,TEPIN TINGGI
village_259,1103010005,1103010,IE MEUDAMA
village_260,1103010009,1103010,UJONG TAN0H
village_261,1103010010,1103010,KEUDE TRUMON
village_262,1103010011,1103010,KUTA BARU
village_263,1103010012,1103010,SINGLENG
village_264,1103010013,1103010,PANTON BILI
village_265,1103010027,1103010,UPT II PD HARAPAN
village_266,1103010030,1103010,SEUNABOK JAYA (EX UPT V)
village_267,1103011001,1103011,TITI POBEN
village_268,1103011002,1103011,ALUR BUJOK
village_269,1103011003,1103011,SEUNEUBOK PUNTHO
village_270,1103011008,1103011,PINTO RIMBA
village_271,1103011009,1103011,KRUNG LUAS
village_272,1103011010,1103011,JAMBO DALEM
village_273,1103011011,1103011,KAPAI SEUSAK
village_274,1103011012,1103011,UPT I SNB PUSAKA
village_275,1103012001,1103012,LHOK RAYA
village_276,1103012002,1103012,IE JEUREUNEH
village_277,1103012003,1103012,NACA
village_278,1103012004,1103012,COT BAYU
village_279,1103012005,1103012,JAMBO PAPEUN
village_280,1103012006,1103012,LADANG RIMBA
village_281,1103012007,1103012,PULO PAYA
village_282,1103012008,1103012,KRUENG BATEE
village_283,1103012009,1103012,KAMPONG TEUNGOH
village_284,1103012010,1103012,GUNONG KAPHO
village_285,1103020001,1103020,UJUNG MANGKI
village_286,1103020002,1103020,KEUDE BAKONGAN
village_287,1103020003,1103020,KAMPUNG BARU
village_288,1103020014,1103020,UJUNG PADANG
village_289,1103020015,1103020,KMP DRIEN
village_290,1103020023,1103020,DAHRUL IHSAN
village_291,1103020024,1103020,PADANG BEURAHAN
village_292,1103021002,1103021,UJUNG PULO CUT
village_293,1103021003,1103021,UJUNG PULO RAYEUK
village_294,1103021004,1103021,PASI SEUBADEH
village_295,1103021005,1103021,LADANG RIMBA
village_296,1103021006,1103021,SIMPANG
village_297,1103021007,1103021,SAWAH TINGKEUM
village_298,1103021008,1103021,SEULEUKAT
village_299,1103022001,1103022,SENEUBOK ALUR BULAH
village_300,1103022002,1103022,ALURDUAMAS
village_301,1103022003,1103022,JAMBO KEUPOK
village_302,1103022004,1103022,UJUNG TANOH
village_303,1103022005,1103022,BEUTONG
village_304,1103022006,1103022,UJUNG GUNONG RAYEK
village_305,1103022007,1103022,UJUNG GUNUNG CUT
village_306,1103022008,1103022,RAMBONG
village_307,1103022009,1103022,SEUNEUBOK KEURANJI
village_308,1103022010,1103022,BUKIT GADING
village_309,1103030001,1103030,PASI LEMBANG
village_310,1103030002,1103030,UJUNG PADANG
village_311,1103030003,1103030,INDRA DAMAI
village_312,1103030004,1103030,SUAQ BAKONG
village_313,1103030005,1103030,BARAT DAYA
village_314,1103030006,1103030,SIALANG
village_315,1103030007,1103030,KAPEH
village_316,1103030008,1103030,PULO IE
village_317,1103030009,1103030,JUA
village_318,1103030010,1103030,PASI MERAPAT
village_319,1103030011,1103030,UJUNG
village_320,1103030012,1103030,LUAR
village_321,1103030013,1103030,KEDAI KANDANG
village_322,1103030014,1103030,RANTAU BINUANG
village_323,1103030015,1103030,UJUNG PASIR
village_324,1103030016,1103030,GELUMBUK
village_325,1103030017,1103030,KEDAI RUNDING
village_326,1103031001,1103031,SAPIK
village_327,1103031002,1103031,DURIAN KAWAN
village_328,1103031003,1103031,ALAI
village_329,1103031004,1103031,PAYA DAPUR
village_330,1103031005,1103031,PUCUK LEMBANG
village_331,1103031006,1103031,LAWE BULUH DIDI
village_332,1103031007,1103031,LAWE SAWAH
village_333,1103031008,1103031,PAYA LABA
village_334,1103031009,1103031,LAWE CIMANOK
village_335,1103040001,1103040,KEDAI PADANG
village_336,1103040002,1103040,PASI KUALA BAU
village_337,1103040003,1103040,SUAQ GERINGGENG
village_338,1103040004,1103040,SIMPANG LHEE
village_339,1103040005,1103040,SIMPANG EMPAT
village_340,1103040006,1103040,JAMBO MANYANG
village_341,1103040007,1103040,LIMAU PURUT
village_342,1103040008,1103040,PULO KAMBING
village_343,1103040009,1103040,KAMPUNG PAYA
village_344,1103040010,1103040,KRUENG BATU
village_345,1103040011,1103040,GUNONG PULO
village_346,1103040012,1103040,PULO IE I
village_347,1103040013,1103040,KRUENG BATEE
village_348,1103040014,1103040,PASI KUALA ASAHAN
village_349,1103040015,1103040,FAJAR HARAPAN
village_350,1103040036,1103040,KRUENG KLUET
village_351,1103040039,1103040,ALUR MAS
village_352,1103040050,1103040,KAMPUNG TINGGI
village_353,1103040051,1103040,KAMPUNG RUAK
village_354,1103040052,1103040,KOTA FAJAR
village_355,1103040053,1103040,GUNUNG PUDUNG
village_356,1103041001,1103041,UJUNG PADANG ASAHAN
village_357,1103041002,1103041,PULO IE II
village_358,1103041003,1103041,IE MIRAH
village_359,1103041004,1103041,UJUNG PADANG RASIAN
village_360,1103041005,1103041,PASI RASIAN
village_361,1103041006,1103041,TEUPIN GAJAH
village_362,1103041007,1103041,KAMPUNG BARO
village_363,1103041008,1103041,KRUENG KELEE
village_364,1103041009,1103041,LHOK SIALANG RAYEUK
village_365,1103041010,1103041,LHOK SIALANG CUT
village_366,1103041011,1103041,PAYATEUK
village_367,1103041012,1103041,SILOLO
village_368,1103041013,1103041,KAMPUNG BARU
village_369,1103041014,1103041,SI NEUBOK
village_370,1103041015,1103041,LADANG TUHA
village_371,1103041016,1103041,PANTON BILI
village_372,1103041017,1103041,LADANG TEUNGOH
village_373,1103041018,1103041,PUCUK KRUENG
village_374,1103041019,1103041,MATA IE
village_375,1103041020,1103041,UJUNG BATU
village_376,1103041021,1103041,PANTE RAJA
village_377,1103042001,1103042,JAMBO PAPAN
village_378,1103042002,1103042,KOTO INDARUNG
village_379,1103042003,1103042,SIURAI URAI
village_380,1103042004,1103042,MALAKA
village_381,1103042005,1103042,LAWE MELANG
village_382,1103042006,1103042,KOTO
village_383,1103042007,1103042,KAMPUNG SAWAH
village_384,1103042008,1103042,KAMPUNG PADANG
village_385,1103042009,1103042,PULO AIR
village_386,1103042010,1103042,MERSAK
village_387,1103042011,1103042,SIMPANG DUA
village_388,1103042012,1103042,SIMPANG TIGA
village_389,1103042013,1103042,ALUR KEJRUN
village_390,1103050001,1103050,GUNUNG KERAMBIL
village_391,1103050002,1103050,AIR BERUDANG
village_392,1103050003,1103050,LHOK KETAPANG
village_393,1103050004,1103050,HILIR
village_394,1103050005,1103050,PASAR
village_395,1103050006,1103050,PADANG
village_396,1103050007,1103050,TEPI AIR
village_397,1103050008,1103050,HULU
village_398,1103050009,1103050,JAMBO APHA
village_399,1103050010,1103050,LHOK BENGKUANG
village_400,1103050011,1103050,BATU ITAM
village_401,1103050012,1103050,PANJUPIAN
village_402,1103050013,1103050,LHOK RUKAM
village_403,1103050014,1103050,AIR PINANG
village_404,1103050015,1103050,PANTON LUAS
village_405,1103050016,1103050,LHOK BENGKUANG TIMUR
village_406,1103060001,1103060,UJUNG TANAH
village_407,1103060002,1103060,PAYONAN GADANG
village_408,1103060003,1103060,LUBUK LAYU
village_409,1103060004,1103060,SUAQ HULU
village_410,1103060005,1103060,LUAR
village_411,1103060006,1103060,UJUNG KAMPUNG
village_412,1103060007,1103060,TAMPANG
village_413,1103060008,1103060,JILATANG
village_414,1103060009,1103060,AIR SIALANG HULU
village_415,1103060010,1103060,AIR SIALANG TENGAH
village_416,1103060011,1103060,AIR SIALANG HILIR
village_417,1103060012,1103060,SUBARANG
village_418,1103060013,1103060,GUNUNG KETEK
village_419,1103060014,1103060,KOTA BARU
village_420,1103060015,1103060,MADAT
village_421,1103060016,1103060,DALAM
village_422,1103060017,1103060,TENGAH
village_423,1103060018,1103060,BALAI
village_424,1103060019,1103060,BARU
village_425,1103060020,1103060,GADANG
village_426,1103060021,1103060,LADANG KASIK PUTIH
village_427,1103060022,1103060,LADANG PANTON LUAS
village_428,1103060023,1103060,ALUR SIMERAH
village_429,1103060024,1103060,ALUR PINANG
village_430,1103060025,1103060,GUNUNG CUT
village_431,1103060026,1103060,KUTA BLANG
village_432,1103060027,1103060,BATEE TUNGGAI
village_433,1103060028,1103060,ARAFAH
village_434,1103070001,1103070,SAWANG BAU
village_435,1103070002,1103070,UJUNG PADANG
village_436,1103070003,1103070,KUTA BARO
village_437,1103070004,1103070,SIMPANG III
village_438,1103070005,1103070,BLANG GELINGGANG
village_439,1103070006,1103070,MEULIGO
village_440,1103070007,1103070,SAWANG I
village_441,1103070008,1103070,SAWANG II
village_442,1103070009,1103070,UJUNG KARANG
village_443,1103070010,1103070,LHOK PAWOH
village_444,1103070011,1103070,PANTON LUAS
village_445,1103070012,1103070,TRIENG MEUDURO TUNONG
village_446,1103070013,1103070,TRIENG MEUDURO BAROH
village_447,1103070014,1103070,SIKULAT
village_448,1103070015,1103070,MUTIARA
village_449,1103080001,1103080,ALUE MEUTUAH
village_450,1103080002,1103080,LHOK AMAN
village_451,1103080003,1103080,LADANG BARO
village_452,1103080004,1103080,LABUHAN TAROK
village_453,1103080005,1103080,TANJUNG HARAPAN
village_454,1103080006,1103080,KUTA BARO
village_455,1103080007,1103080,KEUDE MEUKEK
village_456,1103080008,1103080,ARON TUNGGAI
village_457,1103080009,1103080,BLANG BLADEH
village_458,1103080010,1103080,BLANG TEUNGOH
village_459,1103080011,1103080,IE BUBOH
village_460,1103080012,1103080,KUTA BULOH II
village_461,1103080013,1103080,KUTA BULOH I
village_462,1103080014,1103080,IE DINGEN
village_463,1103080015,1103080,DRIEN JALO
village_464,1103080016,1103080,JAMBO PAPEUN
village_465,1103080017,1103080,BUKET MEUH
village_466,1103080018,1103080,ALUE BARO
village_467,1103080019,1103080,ROT TEUNGOH
village_468,1103080020,1103080,BLANG KUALA
village_469,1103080021,1103080,LADANG TUHA
village_470,1103080022,1103080,LHOK MAMPLAM
village_471,1103080023,1103080,LABUHAN TAROK II
village_472,1103090010,1103090,PADANG BARU
village_473,1103090011,1103090,LEMBAH BARU
village_474,1103090012,1103090,TENGAH BARU
village_475,1103090013,1103090,PAWOH
village_476,1103090014,1103090,APHA
village_477,1103090015,1103090,PASAR LAMA
village_478,1103090016,1103090,PADANG BAKAU
village_479,1103090028,1103090,BAKAU HULU
village_480,1103090029,1103090,MANGGIS HARAPAN
village_481,1103090030,1103090,UJUNG BATU
village_482,1103090031,1103090,DALAM
village_483,1103090032,1103090,KOTA PALAK
village_484,1103090033,1103090,CACANG
village_485,1103090034,1103090,TENGAH PISANG
village_486,1103090035,1103090,PISANG
village_487,1103090036,1103090,HULU PISANG
village_488,1103091001,1103091,KEUMUMU HILIR
village_489,1103091002,1103091,PAYA PEULUMAT
village_490,1103091003,1103091,TENGAH PEULUMAT
village_491,1103091004,1103091,PADANG PEULUMAT
village_492,1103091005,1103091,LIMAU SARING
village_493,1103091006,1103091,AUR PEULUMAT
village_494,1103091007,1103091,KEUMUMU HULU
village_495,1103091008,1103091,BEUTONG
village_496,1103091009,1103091,PEUNALOP
village_497,1103091010,1103091,GUNUNG ROTAN
village_498,1103091011,1103091,KEUMUMU SEBERANG
village_499,1103091012,1103091,SAWANG INDAH
village_500,1103092001,1103092,PULO IE
village_501,1103092002,1103092,SUAK LOKAN
village_502,1103092003,1103092,IKU LHUNG
village_503,1103092004,1103092,PANTE GEULIMA
village_504,1103092005,1103092,BLANG BARU
village_505,1103092006,1103092,BLANG POROH
village_506,1103092007,1103092,KUTA IBOH
village_507,1103092008,1103092,TUTONG
village_508,1103092009,1103092,UJUNG PADANG
village_509,1103092010,1103092,TENGAH IBOH
village_510,1103092011,1103092,PEULOKAN
village_511,1103092012,1103092,KUTA TRIENG
village_512,1103092013,1103092,PANTON PAWOH
village_513,1103092014,1103092,BATEE MEUCANANG
village_514,1103092015,1103092,PANTON RUBEK
village_515,1104010021,1104010,MUARA BARU
village_516,1104010022,1104010,PASIR BANGUN
village_517,1104010023,1104010,NGKERAN
village_518,1104010024,1104010,LAWE KONGKIR
village_519,1104010025,1104010,KUBU
village_520,1104010026,1104010,KUTA CINGKAM II
village_521,1104010027,1104010,KUTA CINGKAM I
village_522,1104010028,1104010,LAWE SEMPILANG
village_523,1104010029,1104010,KUTA BATU II
village_524,1104010030,1104010,KUTA BATU I
village_525,1104010031,1104010,PRAPAT BATU NUNGGUL
village_526,1104010032,1104010,PULO SEPANG
village_527,1104010034,1104010,PAYA MUNJE
village_528,1104010035,1104010,DARUL AMIN
village_529,1104010036,1104010,LAWE LUBANG INDAH
village_530,1104010037,1104010,BATU HAMPARAN
village_531,1104010038,1104010,RIH MBELANG
village_532,1104010039,1104010,KUTE BATU BARU
village_533,1104010040,1104010,RUMAH KAMPUNG
village_534,1104010041,1104010,PASEKH PEKHMATE
village_535,1104010042,1104010,PASIR NUNGGUL
village_536,1104010043,1104010,LAWE KONGKIR HILIR
village_537,1104010044,1104010,PULO NDADAP
village_538,1104010045,1104010,PINTU KHIMBE
village_539,1104010046,1104010,PULO GADUNG
village_540,1104010047,1104010,CINGKAM MERANGGUN
village_541,1104010048,1104010,PASIR NUNANG
village_542,1104010049,1104010,DELENG KUKUSEN
village_543,1104011001,1104011,PENGUHAPAN
village_544,1104011002,1104011,SALIM PIPIT
village_545,1104011003,1104011,LAWE SUMUR
village_546,1104011004,1104011,UNING SIGUGUR
village_547,1104011005,1104011,KUTA LANG LANG
village_548,1104011006,1104011,LUMBAN SITIO TIO
village_549,1104011007,1104011,MERANTI
village_550,1104011008,1104011,PERDAMEAN
village_551,1104011009,1104011,MUTIARA DAMAI
village_552,1104011010,1104011,LUMBAN TUA
village_553,1104011011,1104011,DOLOK NAULI
village_554,1104011012,1104011,TUHI JONGKAT
village_555,1104011013,1104011,TITI MAS
village_556,1104011017,1104011,LAWE MALUN
village_557,1104011018,1104011,ALUR BANING
village_558,1104011019,1104011,SIGAI INDAH
village_559,1104011020,1104011,SUMUR ALAS
village_560,1104011021,1104011,TUAH MESADE
village_561,1104011022,1104011,LINGGA ALAS
village_562,1104011023,1104011,RAMBUNG TUBUNG
village_563,1104011024,1104011,SPERINDING
village_564,1104011025,1104011,TANAH SUBUR
village_565,1104011026,1104011,PINGGAN MBLANG
village_566,1104011027,1104011,UKIR DELENG
village_567,1104011028,1104011,ALAS MESIKHAT
village_568,1104011029,1104011,TITI HARAPAN
village_569,1104011030,1104011,ALUR BARU
village_570,1104012001,1104012,ALUR LANGSAT
village_571,1104012002,1104012,LAWE TUNGKAL
village_572,1104012003,1104012,RUMAH LUAR
village_573,1104012005,1104012,RAMBAH SAYANG
village_574,1104012006,1104012,JAMBUR DAMAR
village_575,1104012007,1104012,TENEMBAK ALAS
village_576,1104012008,1104012,SALIM PINIM
village_577,1104012009,1104012,RUTUNG MBELANG
village_578,1104012010,1104012,SETAMBUL JAYA
village_579,1104012011,1104012,ALUR NANGKA
village_580,1104012012,1104012,TIMANG RASA
village_581,1104012013,1104012,JAMBUR PERMATA
village_582,1104012014,1104012,KUTE MEJILE
village_583,1104012015,1104012,SALIM PINIM II
village_584,1104020011,1104020,LAWE LONING GAB
village_585,1104020012,1104020,LAWE LONING AMAN
village_586,1104020013,1104020,GABUNGAN PARSAORAN
village_587,1104020014,1104020,KEDATARAN GAB
village_588,1104020016,1104020,KUTA TENGAH
village_589,1104020017,1104020,TANAH BARU
village_590,1104020018,1104020,LAWE SIGALA TIMUR
village_591,1104020019,1104020,LAWE SIGALA BARAT
village_592,1104020020,1104020,SUKA DAMAI
village_593,1104020021,1104020,LAWE SIGALA II
village_594,1104020022,1104020,LAWE TUA GAB
village_595,1104020023,1104020,BUKIT MERDEKA
village_596,1104020024,1104020,LAWE KESUMPAT
village_597,1104020027,1104020,DARUL AMAN
village_598,1104020035,1104020,LAWE LONING SEPAKAT
village_599,1104020036,1104020,GAYA JAYA
village_600,1104020037,1104020,LAWE LONING I
village_601,1104020038,1104020,LAWE RAKAT
village_602,1104020039,1104020,SUKA MAJU
village_603,1104020040,1104020,SUKA JAYA
village_604,1104020041,1104020,LAWE SERKE
village_605,1104020042,1104020,LAWE TUA PERSATUAN
village_606,1104020043,1104020,LAWE TUA MAKMUR
village_607,1104020044,1104020,BUKIT SEPAKAT
village_608,1104020045,1104020,ENMYA BATU DUA RATUS
village_609,1104020046,1104020,SEBUNGKE
village_610,1104020047,1104020,LAWE LONING HAKHAPEN
village_611,1104020048,1104020,NDAUH NI TENGGAU
village_612,1104020049,1104020,KERTIMBANG
village_613,1104020050,1104020,LAWE SIGALA BARAT JAYA
village_614,1104020051,1104020,LAWE PEKHIDINAN
village_615,1104020052,1104020,GELAH MUSARA
village_616,1104020053,1104020,MULIE DAME
village_617,1104020054,1104020,KARYA INDAH
village_618,1104020055,1104020,KAYU MBELIN
